,AYB,Discretise,Frequency
2053,1940.0,Old,2382
2054,1931.0,Old,2382
2055,1910.0,Old,2382
2056,1925.0,Old,2382
2057,1935.0,Old,2382
2058,1920.0,Old,2382
2059,1927.0,Old,2382
2060,1929.0,Old,2382
2061,2016.0,Very New,175
2062,1924.0,Old,2382
2063,1925.0,Old,2382
2064,1943.0,Old,2382
2065,1930.0,Old,2382
2066,1940.0,Old,2382
2067,1956.0,New,433
2068,1941.0,Old,2382
2069,1927.0,Old,2382
2070,1930.0,Old,2382
2071,1932.0,Old,2382
2072,1942.0,Old,2382
2073,1951.0,New,433
2074,1936.0,Old,2382
2075,1935.0,Old,2382
2076,1926.0,Old,2382
2077,1940.0,Old,2382
2078,1940.0,Old,2382
2079,1942.0,Old,2382
2080,1905.0,Old,2382
2081,1938.0,Old,2382
2082,1937.0,Old,2382
2083,1936.0,Old,2382
2084,1937.0,Old,2382
2085,1926.0,Old,2382
2086,1901.0,Old,2382
2087,1917.0,Old,2382
2088,1918.0,Old,2382
2089,1936.0,Old,2382
2090,1937.0,Old,2382
2091,1900.0,Old,2382
2092,1900.0,Old,2382
2093,1910.0,Old,2382
2094,1935.0,Old,2382
2095,1930.0,Old,2382
2096,1941.0,Old,2382
2097,1941.0,Old,2382
2098,1941.0,Old,2382
2099,1935.0,Old,2382
2100,1925.0,Old,2382
2101,1955.0,New,433
2102,1916.0,Old,2382
2103,1950.0,Old,2382
2104,1900.0,Old,2382
2105,1946.0,Old,2382
2106,1956.0,New,433
2107,2001.0,Very New,175
2108,1913.0,Old,2382
2109,1937.0,Old,2382
2110,1997.0,New,433
2111,1997.0,New,433
2112,2000.0,New,433
2113,1930.0,Old,2382
2114,1938.0,Old,2382
2115,1920.0,Old,2382
2116,1934.0,Old,2382
2117,1927.0,Old,2382
2118,1939.0,Old,2382
2119,1951.0,New,433
2120,1926.0,Old,2382
2121,1926.0,Old,2382
2122,1942.0,Old,2382
2123,1941.0,Old,2382
2124,1940.0,Old,2382
2125,1928.0,Old,2382
2126,1954.0,New,433
2127,1929.0,Old,2382
2128,1939.0,Old,2382
2129,1937.0,Old,2382
2130,1941.0,Old,2382
2131,1942.0,Old,2382
2132,1926.0,Old,2382
2133,1923.0,Old,2382
2134,1917.0,Old,2382
2135,1959.0,New,433
2136,1956.0,New,433
2137,1936.0,Old,2382
2138,1941.0,Old,2382
2139,1944.0,Old,2382
2140,1940.0,Old,2382
2141,1941.0,Old,2382
2142,1951.0,New,433
2143,1937.0,Old,2382
2144,1940.0,Old,2382
2145,1923.0,Old,2382
2146,1923.0,Old,2382
2147,1924.0,Old,2382
2148,1932.0,Old,2382
2149,1938.0,Old,2382
2150,1951.0,New,433
2151,1931.0,Old,2382
2152,1931.0,Old,2382
2153,1940.0,Old,2382
2154,1936.0,Old,2382
2155,1925.0,Old,2382
2156,1941.0,Old,2382
2157,1925.0,Old,2382
2158,1954.0,New,433
2159,1912.0,Old,2382
2160,1910.0,Old,2382
2161,1977.0,New,433
2162,1927.0,Old,2382
2163,1924.0,Old,2382
2164,1941.0,Old,2382
2165,1939.0,Old,2382
2166,1939.0,Old,2382
2167,1928.0,Old,2382
2168,1920.0,Old,2382
2169,1951.0,New,433
2170,1912.0,Old,2382
2171,1925.0,Old,2382
2172,1926.0,Old,2382
2173,1935.0,Old,2382
2174,2007.0,Very New,175
2175,1948.0,Old,2382
2176,1946.0,Old,2382
2177,1946.0,Old,2382
2178,1923.0,Old,2382
2179,1926.0,Old,2382
2180,1925.0,Old,2382
2181,2009.0,Very New,175
2182,2009.0,Very New,175
2183,1941.0,Old,2382
2184,1949.0,Old,2382
2185,1949.0,Old,2382
2186,1948.0,Old,2382
2187,1951.0,New,433
2188,1948.0,Old,2382
2189,1914.0,Old,2382
2190,1935.0,Old,2382
2191,1925.0,Old,2382
2192,1925.0,Old,2382
2193,1909.0,Old,2382
2194,1923.0,Old,2382
2195,1931.0,Old,2382
2196,1923.0,Old,2382
2197,1925.0,Old,2382
2198,1929.0,Old,2382
2199,1930.0,Old,2382
2200,1908.0,Old,2382
2201,1925.0,Old,2382
2202,1927.0,Old,2382
2203,1925.0,Old,2382
2204,1930.0,Old,2382
2205,1956.0,New,433
2206,1925.0,Old,2382
2207,2013.0,Very New,175
2208,2014.0,Very New,175
2209,1923.0,Old,2382
2210,2014.0,Very New,175
2211,1934.0,Old,2382
2212,1926.0,Old,2382
2213,2014.0,Very New,175
2214,1962.0,New,433
2215,1923.0,Old,2382
2216,1919.0,Old,2382
2217,1929.0,Old,2382
2218,1950.0,Old,2382
2219,1950.0,Old,2382
2220,1934.0,Old,2382
2221,2018.0,Very New,175
2222,1926.0,Old,2382
2223,1931.0,Old,2382
2224,1905.0,Old,2382
2225,1921.0,Old,2382
2226,1910.0,Old,2382
2227,2014.0,Very New,175
2228,2014.0,Very New,175
2229,1926.0,Old,2382
2230,1940.0,Old,2382
2231,1915.0,Old,2382
2232,2007.0,Very New,175
2233,1932.0,Old,2382
2234,2007.0,Very New,175
2235,2017.0,Very New,175
2236,2017.0,Very New,175
2237,,Very New,175
2238,1926.0,Old,2382
2239,2018.0,Very New,175
2240,1937.0,Old,2382
2241,1924.0,Old,2382
2242,2015.0,Very New,175
2243,2015.0,Very New,175
2244,2015.0,Very New,175
2245,2015.0,Very New,175
2246,1940.0,Old,2382
2247,1941.0,Old,2382
2248,1937.0,Old,2382
2249,1937.0,Old,2382
2250,1941.0,Old,2382
2251,1944.0,Old,2382
2252,2005.0,Very New,175
2253,1928.0,Old,2382
2254,1937.0,Old,2382
2255,1930.0,Old,2382
2256,1925.0,Old,2382
2257,1925.0,Old,2382
2258,1927.0,Old,2382
2259,1927.0,Old,2382
2260,1926.0,Old,2382
2261,1936.0,Old,2382
2262,1956.0,New,433
2263,1925.0,Old,2382
2264,1927.0,Old,2382
2265,1926.0,Old,2382
2266,2015.0,Very New,175
2267,1927.0,Old,2382
2268,1937.0,Old,2382
2269,1930.0,Old,2382
2270,1908.0,Old,2382
2271,1940.0,Old,2382
2272,1940.0,Old,2382
2273,1925.0,Old,2382
2274,1931.0,Old,2382
2275,1923.0,Old,2382
2276,1941.0,Old,2382
2277,2016.0,Very New,175
2278,1941.0,Old,2382
2279,1942.0,Old,2382
2280,1938.0,Old,2382
2281,1946.0,Old,2382
2282,1931.0,Old,2382
2283,1942.0,Old,2382
2284,1942.0,Old,2382
2285,1942.0,Old,2382
2286,1939.0,Old,2382
2287,1929.0,Old,2382
2288,1927.0,Old,2382
2289,1929.0,Old,2382
2290,1938.0,Old,2382
2291,1937.0,Old,2382
2292,1937.0,Old,2382
2293,1929.0,Old,2382
2294,1932.0,Old,2382
2295,1926.0,Old,2382
2296,1917.0,Old,2382
2297,1938.0,Old,2382
2298,1938.0,Old,2382
2299,1938.0,Old,2382
2300,1927.0,Old,2382
2301,1927.0,Old,2382
2302,1941.0,Old,2382
2303,2012.0,Very New,175
2304,1938.0,Old,2382
2305,1933.0,Old,2382
2306,1929.0,Old,2382
2307,1951.0,New,433
2308,1927.0,Old,2382
2309,1927.0,Old,2382
2310,1941.0,Old,2382
2311,1942.0,Old,2382
2312,1942.0,Old,2382
2313,1942.0,Old,2382
2314,1942.0,Old,2382
2315,1929.0,Old,2382
2316,1931.0,Old,2382
2317,1939.0,Old,2382
2318,1939.0,Old,2382
2319,1923.0,Old,2382
2320,1931.0,Old,2382
2321,2014.0,Very New,175
2322,1917.0,Old,2382
2323,1941.0,Old,2382
2324,1947.0,Old,2382
2325,1947.0,Old,2382
2326,1938.0,Old,2382
2327,1941.0,Old,2382
2328,1940.0,Old,2382
2329,1940.0,Old,2382
2330,1937.0,Old,2382
2331,1939.0,Old,2382
2332,1932.0,Old,2382
2333,1942.0,Old,2382
2334,1923.0,Old,2382
2335,1921.0,Old,2382
2336,1938.0,Old,2382
2337,1938.0,Old,2382
2338,1938.0,Old,2382
2339,1938.0,Old,2382
2340,1922.0,Old,2382
2341,1925.0,Old,2382
2342,1927.0,Old,2382
2343,1939.0,Old,2382
2344,1938.0,Old,2382
2345,1940.0,Old,2382
2346,1933.0,Old,2382
2347,1928.0,Old,2382
2348,1942.0,Old,2382
2349,1940.0,Old,2382
2350,1950.0,Old,2382
2351,1939.0,Old,2382
2352,2016.0,Very New,175
2353,1930.0,Old,2382
2354,1936.0,Old,2382
2355,1939.0,Old,2382
2356,1931.0,Old,2382
2357,1942.0,Old,2382
2358,1942.0,Old,2382
2359,1940.0,Old,2382
2360,1939.0,Old,2382
2361,1928.0,Old,2382
2362,1928.0,Old,2382
2363,1943.0,Old,2382
2364,2016.0,Very New,175
2365,1939.0,Old,2382
2366,1956.0,New,433
2367,1988.0,New,433
2368,1968.0,New,433
2369,1945.0,Old,2382
2370,1922.0,Old,2382
2371,1925.0,Old,2382
2372,1946.0,Old,2382
2373,1941.0,Old,2382
2374,2014.0,Very New,175
2375,1941.0,Old,2382
2376,1925.0,Old,2382
2377,1922.0,Old,2382
2378,1922.0,Old,2382
2379,1942.0,Old,2382
2380,1941.0,Old,2382
2381,1939.0,Old,2382
2382,1914.0,Old,2382
2383,1948.0,Old,2382
2384,1945.0,Old,2382
2385,1996.0,New,433
2386,2017.0,Very New,175
2387,2008.0,Very New,175
2388,1941.0,Old,2382
2389,1940.0,Old,2382
2390,1925.0,Old,2382
2391,1946.0,Old,2382
2392,1967.0,New,433
2393,1955.0,New,433
2394,1931.0,Old,2382
2395,1926.0,Old,2382
2396,1944.0,Old,2382
2397,1966.0,New,433
2398,1944.0,Old,2382
2399,1925.0,Old,2382
2400,1944.0,Old,2382
2401,2006.0,Very New,175
2402,1953.0,New,433
2403,2016.0,Very New,175
2404,1909.0,Old,2382
2405,1953.0,New,433
2406,1925.0,Old,2382
2407,1964.0,New,433
2408,1939.0,Old,2382
2409,1950.0,Old,2382
2410,1924.0,Old,2382
2411,1941.0,Old,2382
2412,1923.0,Old,2382
2413,1956.0,New,433
2414,1953.0,New,433
2415,1947.0,Old,2382
2416,2008.0,Very New,175
2417,1941.0,Old,2382
2418,1979.0,New,433
2419,0.0,Very Old,10
2420,1947.0,Old,2382
2421,1928.0,Old,2382
2422,1957.0,New,433
2423,1954.0,New,433
2424,1947.0,Old,2382
2425,1973.0,New,433
2426,1929.0,Old,2382
2427,1909.0,Old,2382
2428,1950.0,Old,2382
2429,1941.0,Old,2382
2430,1974.0,New,433
2431,1948.0,Old,2382
2432,1941.0,Old,2382
2433,1944.0,Old,2382
2434,1944.0,Old,2382
2435,1913.0,Old,2382
2436,1996.0,New,433
2437,1977.0,New,433
2438,1986.0,New,433
2439,1947.0,Old,2382
2440,1940.0,Old,2382
2441,1940.0,Old,2382
2442,1940.0,Old,2382
2443,1955.0,New,433
2444,1992.0,New,433
2445,1937.0,Old,2382
2446,1945.0,Old,2382
2447,1973.0,New,433
2448,1911.0,Old,2382
2449,2014.0,Very New,175
2450,1942.0,Old,2382
2451,1944.0,Old,2382
2452,1944.0,Old,2382
2453,1925.0,Old,2382
2454,2009.0,Very New,175
2455,1920.0,Old,2382
2456,1964.0,New,433
2457,1909.0,Old,2382
2458,1927.0,Old,2382
2459,1955.0,New,433
2460,1938.0,Old,2382
2461,1942.0,Old,2382
2462,1908.0,Old,2382
2463,1910.0,Old,2382
2464,1907.0,Old,2382
2465,2012.0,Very New,175
2466,1965.0,New,433
2467,1924.0,Old,2382
2468,1947.0,Old,2382
2469,1947.0,Old,2382
2470,1906.0,Old,2382
2471,1941.0,Old,2382
2472,1974.0,New,433
2473,1945.0,Old,2382
2474,1928.0,Old,2382
2475,1924.0,Old,2382
2476,1926.0,Old,2382
2477,1939.0,Old,2382
2478,1945.0,Old,2382
2479,1945.0,Old,2382
2480,1945.0,Old,2382
2481,1954.0,New,433
2482,1954.0,New,433
2483,2016.0,Very New,175
2484,1971.0,New,433
2485,1951.0,New,433
2486,1961.0,New,433
2487,1947.0,Old,2382
2488,2007.0,Very New,175
2489,1953.0,New,433
2490,1943.0,Old,2382
2491,1925.0,Old,2382
2492,1947.0,Old,2382
2493,1953.0,New,433
2494,1970.0,New,433
2495,2009.0,Very New,175
2496,1972.0,New,433
2497,1947.0,Old,2382
2498,1951.0,New,433
2499,1961.0,New,433
2500,1940.0,Old,2382
2501,1945.0,Old,2382
2502,2007.0,Very New,175
2503,2007.0,Very New,175
2504,1947.0,Old,2382
2505,1947.0,Old,2382
2506,1964.0,New,433
2507,2010.0,Very New,175
2508,1923.0,Old,2382
2509,1932.0,Old,2382
2510,1918.0,Old,2382
2511,1979.0,New,433
2512,1928.0,Old,2382
2513,1978.0,New,433
2514,0.0,Very Old,10
2515,1941.0,Old,2382
2516,1953.0,New,433
2517,1911.0,Old,2382
2518,1950.0,Old,2382
2519,1941.0,Old,2382
2520,1945.0,Old,2382
2521,1955.0,New,433
2522,1977.0,New,433
2523,2016.0,Very New,175
2524,1935.0,Old,2382
2525,1939.0,Old,2382
2526,1938.0,Old,2382
2527,1925.0,Old,2382
2528,1953.0,New,433
2529,1952.0,New,433
2530,1961.0,New,433
2531,1945.0,Old,2382
2532,1980.0,New,433
2533,2004.0,Very New,175
2534,1929.0,Old,2382
2535,1947.0,Old,2382
2536,1947.0,Old,2382
2537,1954.0,New,433
2538,1942.0,Old,2382
2539,1953.0,New,433
2540,2009.0,Very New,175
2541,1920.0,Old,2382
2542,1954.0,New,433
2543,2018.0,Very New,175
2544,1952.0,New,433
2545,1950.0,Old,2382
2546,1950.0,Old,2382
2547,1946.0,Old,2382
2548,1946.0,Old,2382
2549,1957.0,New,433
2550,1946.0,Old,2382
2551,1935.0,Old,2382
2552,1941.0,Old,2382
2553,1940.0,Old,2382
2554,1959.0,New,433
2555,1958.0,New,433
2556,1945.0,Old,2382
2557,1940.0,Old,2382
2558,1938.0,Old,2382
2559,2009.0,Very New,175
2560,2006.0,Very New,175
2561,2006.0,Very New,175
2562,2006.0,Very New,175
2563,1953.0,New,433
2564,1953.0,New,433
2565,2010.0,Very New,175
2566,2009.0,Very New,175
2567,1947.0,Old,2382
2568,2008.0,Very New,175
2569,1943.0,Old,2382
2570,1945.0,Old,2382
2571,2006.0,Very New,175
2572,1953.0,New,433
2573,1938.0,Old,2382
2574,1995.0,New,433
2575,1940.0,Old,2382
2576,1969.0,New,433
2577,1968.0,New,433
2578,1925.0,Old,2382
2579,2007.0,Very New,175
2580,1952.0,New,433
2581,2007.0,Very New,175
2582,1924.0,Old,2382
2583,2015.0,Very New,175
2584,1958.0,New,433
2585,1945.0,Old,2382
2586,1945.0,Old,2382
2587,1945.0,Old,2382
2588,1945.0,Old,2382
2589,1945.0,Old,2382
2590,1926.0,Old,2382
2591,2008.0,Very New,175
2592,2008.0,Very New,175
2593,1947.0,Old,2382
2594,1945.0,Old,2382
2595,1962.0,New,433
2596,1950.0,Old,2382
2597,1941.0,Old,2382
2598,1945.0,Old,2382
2599,1939.0,Old,2382
2600,1959.0,New,433
2601,1940.0,Old,2382
2602,1946.0,Old,2382
2603,1926.0,Old,2382
2604,1926.0,Old,2382
2605,1951.0,New,433
2606,1965.0,New,433
2607,1939.0,Old,2382
2608,1948.0,Old,2382
2609,1937.0,Old,2382
2610,1939.0,Old,2382
2611,1939.0,Old,2382
2612,1939.0,Old,2382
2613,1937.0,Old,2382
2614,1960.0,New,433
2615,1943.0,Old,2382
2616,1953.0,New,433
2617,1925.0,Old,2382
2618,1925.0,Old,2382
2619,1953.0,New,433
2620,1950.0,Old,2382
2621,1942.0,Old,2382
2622,1965.0,New,433
2623,1958.0,New,433
2624,2001.0,Very New,175
2625,1989.0,New,433
2626,1989.0,New,433
2627,1950.0,Old,2382
2628,1962.0,New,433
2629,1962.0,New,433
2630,1949.0,Old,2382
2631,1949.0,Old,2382
2632,1942.0,Old,2382
2633,1950.0,Old,2382
2634,1952.0,New,433
2635,1953.0,New,433
2636,1943.0,Old,2382
2637,1927.0,Old,2382
2638,1945.0,Old,2382
2639,1945.0,Old,2382
2640,1940.0,Old,2382
2641,1940.0,Old,2382
2642,1942.0,Old,2382
2643,1946.0,Old,2382
2644,1946.0,Old,2382
2645,1945.0,Old,2382
2646,1950.0,Old,2382
2647,1960.0,New,433
2648,1950.0,Old,2382
2649,1950.0,Old,2382
2650,1952.0,New,433
2651,1952.0,New,433
2652,1947.0,Old,2382
2653,2008.0,Very New,175
2654,1942.0,Old,2382
2655,1969.0,New,433
2656,1925.0,Old,2382
2657,1937.0,Old,2382
2658,1939.0,Old,2382
2659,1950.0,Old,2382
2660,1926.0,Old,2382
2661,1946.0,Old,2382
2662,1946.0,Old,2382
2663,1963.0,New,433
2664,1949.0,Old,2382
2665,1952.0,New,433
2666,1949.0,Old,2382
2667,1941.0,Old,2382
2668,1961.0,New,433
2669,1925.0,Old,2382
2670,1965.0,New,433
2671,1938.0,Old,2382
2672,1930.0,Old,2382
2673,1940.0,Old,2382
2674,1940.0,Old,2382
2675,1936.0,Old,2382
2676,1930.0,Old,2382
2677,1931.0,Old,2382
2678,1942.0,Old,2382
2679,1942.0,Old,2382
2680,1955.0,New,433
2681,1947.0,Old,2382
2682,2004.0,Very New,175
2683,1924.0,Old,2382
2684,1955.0,New,433
2685,1963.0,New,433
2686,1936.0,Old,2382
2687,1953.0,New,433
2688,1932.0,Old,2382
2689,1956.0,New,433
2690,1950.0,Old,2382
2691,1942.0,Old,2382
2692,1948.0,Old,2382
2693,1940.0,Old,2382
2694,2004.0,Very New,175
2695,1962.0,New,433
2696,1947.0,Old,2382
2697,1941.0,Old,2382
2698,1942.0,Old,2382
2699,1940.0,Old,2382
2700,1969.0,New,433
2701,1975.0,New,433
2702,1953.0,New,433
2703,1937.0,Old,2382
2704,1938.0,Old,2382
2705,1963.0,New,433
2706,1940.0,Old,2382
2707,1943.0,Old,2382
2708,1953.0,New,433
2709,1941.0,Old,2382
2710,1927.0,Old,2382
2711,2006.0,Very New,175
2712,1949.0,Old,2382
2713,1949.0,Old,2382
2714,1925.0,Old,2382
2715,1927.0,Old,2382
2716,1957.0,New,433
2717,1940.0,Old,2382
2718,1978.0,New,433
2719,1937.0,Old,2382
2720,1948.0,Old,2382
2721,1955.0,New,433
2722,1955.0,New,433
2723,1910.0,Old,2382
2724,1938.0,Old,2382
2725,1941.0,Old,2382
2726,1939.0,Old,2382
2727,1938.0,Old,2382
2728,1940.0,Old,2382
2729,1956.0,New,433
2730,1929.0,Old,2382
2731,1927.0,Old,2382
2732,1908.0,Old,2382
2733,1925.0,Old,2382
2734,1914.0,Old,2382
2735,1923.0,Old,2382
2736,1940.0,Old,2382
2737,1925.0,Old,2382
2738,1952.0,New,433
2739,1965.0,New,433
2740,1941.0,Old,2382
2741,1941.0,Old,2382
2742,1941.0,Old,2382
2743,1938.0,Old,2382
2744,1932.0,Old,2382
2745,1936.0,Old,2382
2746,1935.0,Old,2382
2747,1931.0,Old,2382
2748,1936.0,Old,2382
2749,1946.0,Old,2382
2750,1946.0,Old,2382
2751,1964.0,New,433
2752,1954.0,New,433
2753,1965.0,New,433
2754,1940.0,Old,2382
2755,1905.0,Old,2382
2756,1905.0,Old,2382
2757,1946.0,Old,2382
2758,1948.0,Old,2382
2759,2000.0,New,433
2760,1951.0,New,433
2761,2006.0,Very New,175
2762,1954.0,New,433
2763,2008.0,Very New,175
2764,1926.0,Old,2382
2765,1926.0,Old,2382
2766,1910.0,Old,2382
2767,1905.0,Old,2382
2768,1947.0,Old,2382
2769,1924.0,Old,2382
2770,1947.0,Old,2382
2771,2007.0,Very New,175
2772,1952.0,New,433
2773,1910.0,Old,2382
2774,1947.0,Old,2382
2775,1940.0,Old,2382
2776,2005.0,Very New,175
2777,2005.0,Very New,175
2778,1905.0,Old,2382
2779,2007.0,Very New,175
2780,1928.0,Old,2382
2781,1980.0,New,433
2782,1959.0,New,433
2783,1937.0,Old,2382
2784,1931.0,Old,2382
2785,2007.0,Very New,175
2786,2007.0,Very New,175
2787,2005.0,Very New,175
2788,1938.0,Old,2382
2789,1954.0,New,433
2790,1941.0,Old,2382
2791,1905.0,Old,2382
2792,1942.0,Old,2382
2793,1925.0,Old,2382
2794,1910.0,Old,2382
2795,1945.0,Old,2382
2796,1951.0,New,433
2797,1951.0,New,433
2798,1948.0,Old,2382
2799,2007.0,Very New,175
2800,2006.0,Very New,175
2801,1940.0,Old,2382
2802,1944.0,Old,2382
2803,1943.0,Old,2382
2804,1946.0,Old,2382
2805,1927.0,Old,2382
2806,1924.0,Old,2382
2807,1961.0,New,433
2808,1928.0,Old,2382
2809,1938.0,Old,2382
2810,1938.0,Old,2382
2811,2006.0,Very New,175
2812,2007.0,Very New,175
2813,1937.0,Old,2382
2814,1933.0,Old,2382
2815,1939.0,Old,2382
2816,1945.0,Old,2382
2817,1948.0,Old,2382
2818,2003.0,Very New,175
2819,1908.0,Old,2382
2820,2001.0,Very New,175
2821,1940.0,Old,2382
2822,1940.0,Old,2382
2823,1946.0,Old,2382
2824,1946.0,Old,2382
2825,2001.0,Very New,175
2826,2003.0,Very New,175
2827,2005.0,Very New,175
2828,1936.0,Old,2382
2829,1977.0,New,433
2830,1977.0,New,433
2831,2008.0,Very New,175
2832,2008.0,Very New,175
2833,2016.0,Very New,175
2834,1945.0,Old,2382
2835,1905.0,Old,2382
2836,1915.0,Old,2382
2837,2008.0,Very New,175
2838,2016.0,Very New,175
2839,1947.0,Old,2382
2840,2001.0,Very New,175
2841,1905.0,Old,2382
2842,2005.0,Very New,175
2843,2005.0,Very New,175
2844,1969.0,New,433
2845,1972.0,New,433
2846,1941.0,Old,2382
2847,1976.0,New,433
2848,1976.0,New,433
2849,2001.0,Very New,175
2850,1910.0,Old,2382
2851,1927.0,Old,2382
2852,1927.0,Old,2382
2853,2008.0,Very New,175
2854,2007.0,Very New,175
2855,1922.0,Old,2382
2856,1946.0,Old,2382
2857,1900.0,Old,2382
2858,1978.0,New,433
2859,1978.0,New,433
2860,1943.0,Old,2382
2861,1941.0,Old,2382
2862,2004.0,Very New,175
2863,2005.0,Very New,175
2864,1976.0,New,433
2865,1937.0,Old,2382
2866,1980.0,New,433
2867,1980.0,New,433
2868,1943.0,Old,2382
2869,1911.0,Old,2382
2870,2008.0,Very New,175
2871,2016.0,Very New,175
2872,1980.0,New,433
2873,1948.0,Old,2382
2874,1948.0,Old,2382
2875,1942.0,Old,2382
2876,1942.0,Old,2382
2877,2005.0,Very New,175
2878,2009.0,Very New,175
2879,2009.0,Very New,175
2880,1905.0,Old,2382
2881,2007.0,Very New,175
2882,1905.0,Old,2382
2883,1999.0,New,433
2884,1952.0,New,433
2885,1956.0,New,433
2886,2000.0,New,433
2887,2000.0,New,433
2888,2006.0,Very New,175
2889,2006.0,Very New,175
2890,1937.0,Old,2382
2891,1951.0,New,433
2892,1951.0,New,433
2893,2002.0,Very New,175
2894,1978.0,New,433
2895,1999.0,New,433
2896,1999.0,New,433
2897,1929.0,Old,2382
2898,1942.0,Old,2382
2899,1999.0,New,433
2900,1948.0,Old,2382
2901,1944.0,Old,2382
2902,1946.0,Old,2382
2903,1942.0,Old,2382
2904,1930.0,Old,2382
2905,1968.0,New,433
2906,0.0,Very Old,10
2907,0.0,Very Old,10
2908,2002.0,Very New,175
2909,2003.0,Very New,175
2910,2007.0,Very New,175
2911,2006.0,Very New,175
2912,1943.0,Old,2382
2913,1950.0,Old,2382
2914,1950.0,Old,2382
2915,1952.0,New,433
2916,1947.0,Old,2382
2917,1949.0,Old,2382
2918,1949.0,Old,2382
2919,1928.0,Old,2382
2920,2017.0,Very New,175
2921,1910.0,Old,2382
2922,1952.0,New,433
2923,1953.0,New,433
2924,1953.0,New,433
2925,2002.0,Very New,175
2926,1962.0,New,433
2927,1947.0,Old,2382
2928,1939.0,Old,2382
2929,1942.0,Old,2382
2930,1942.0,Old,2382
2931,2014.0,Very New,175
2932,1946.0,Old,2382
2933,1946.0,Old,2382
2934,1954.0,New,433
2935,1922.0,Old,2382
2936,1940.0,Old,2382
2937,1951.0,New,433
2938,1931.0,Old,2382
2939,1943.0,Old,2382
2940,1905.0,Old,2382
2941,1905.0,Old,2382
2942,1905.0,Old,2382
2943,1900.0,Old,2382
2944,1927.0,Old,2382
2945,1940.0,Old,2382
2946,1988.0,New,433
2947,1950.0,Old,2382
2948,1966.0,New,433
2949,1966.0,New,433
2950,1951.0,New,433
2951,2017.0,Very New,175
2952,1945.0,Old,2382
2953,1953.0,New,433
2954,2007.0,Very New,175
2955,1942.0,Old,2382
2956,1941.0,Old,2382
2957,1940.0,Old,2382
2958,1980.0,New,433
2959,1980.0,New,433
2960,1944.0,Old,2382
2961,1949.0,Old,2382
2962,1947.0,Old,2382
2963,1947.0,Old,2382
2964,1947.0,Old,2382
2965,1941.0,Old,2382
2966,1941.0,Old,2382
2967,1951.0,New,433
2968,1949.0,Old,2382
2969,1955.0,New,433
2970,1942.0,Old,2382
2971,1936.0,Old,2382
2972,1916.0,Old,2382
2973,2006.0,Very New,175
2974,2006.0,Very New,175
2975,2006.0,Very New,175
2976,2006.0,Very New,175
2977,2006.0,Very New,175
2978,2001.0,Very New,175
2979,1940.0,Old,2382
2980,1977.0,New,433
2981,1946.0,Old,2382
2982,2000.0,New,433
2983,1941.0,Old,2382
2984,1949.0,Old,2382
2985,2010.0,Very New,175
2986,2010.0,Very New,175
2987,1945.0,Old,2382
2988,1952.0,New,433
2989,1940.0,Old,2382
2990,1913.0,Old,2382
2991,1905.0,Old,2382
2992,1937.0,Old,2382
2993,1936.0,Old,2382
2994,1948.0,Old,2382
2995,1941.0,Old,2382
2996,1941.0,Old,2382
2997,1980.0,New,433
2998,1980.0,New,433
2999,1953.0,New,433
