"BATHRM","HEAT_D","AC","NUM_UNITS","ROOMS","BEDRM","AYB","YR_RMDL","SALEDATE","PRICE","QUALIFIED","STYLE","STRUCT","GRADE_D","CNDTN_D","EXTWALL_D","ROOF","INTWALL_D","KITCHENS","FIREPLACES","LANDAREA","GIS_LAST_MOD_DTTM"
1,"Forced Air","Y",1,5,2,1910,,"2004-04-14T00:00:00.000Z",512500,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood/Carp",1,0,882,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,5,2,1880,1979,"1900-01-01T00:00:00.000Z",0,"U",4,7,"Average","Good","Wood Siding",2,"Hardwood",1,0,921,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,4,2,1900,2005,"2018-07-02T00:00:00.000Z",750000,"Q",4,7,"Average","Average","Stone Veneer",2,"Hardwood",1,0,1656,"2018-07-22T18:01:43.000Z"
3,"Forced Air","N",1,7,5,1900,1998,"1998-02-10T00:00:00.000Z",0,"U",7,7,"Good Quality","Fair","Common Brick",2,"Hardwood",1,2,2000,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,6,3,1900,2000,"1997-09-15T00:00:00.000Z",25000,"U",4,7,"Good Quality","Good","Common Brick",6,"Hardwood/Carp",1,0,1100,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,2,1978,,"2014-03-04T00:00:00.000Z",463000,"Q",4,7,"Above Average","Good","Common Brick",6,"Hardwood",1,1,1151,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,4,1900,1972,"1900-01-01T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",6,"Wood Floor",1,0,2152,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,8,3,1890,2012,"2014-07-22T00:00:00.000Z",0,"U",7,7,"Good Quality","Good","Common Brick",2,"Hardwood",2,3,1542,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,11,6,1890,1975,"2004-07-01T00:00:00.000Z",859000,"Q",7,7,"Good Quality","Good","Common Brick",2,"Wood Floor",2,2,1620,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,7,4,1890,1989,"1998-12-01T00:00:00.000Z",355000,"U",7,7,"Good Quality","Good","Common Brick",6,"Hardwood",1,3,1620,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",1,9,5,1908,2011,"2012-08-16T00:00:00.000Z",1100000,"Q",7,8,"Good Quality","Good","Common Brick",2,"Hardwood",1,1,941,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",2,10,2,1905,1980,"1900-01-01T00:00:00.000Z",0,"U",4,2,"Above Average","Average","Common Brick",6,"Wood Floor",2,0,1530,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1966,2012,"2015-02-23T00:00:00.000Z",935000,"Q",4,7,"Good Quality","Good","Brick/Siding",2,"Hardwood",1,1,2511,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,6,3,1909,2006,"2016-07-06T00:00:00.000Z",799900,"Q",4,7,"Average","Good","Common Brick",2,"Hardwood",1,0,1100,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,2,1900,2001,"2007-01-24T00:00:00.000Z",567500,"Q",7,6,"Good Quality","Average","Common Brick",6,"Wood Floor",1,2,357,"2018-07-22T18:01:43.000Z"
1,"Water Base Brd","N",1,5,2,1904,,"2013-04-24T00:00:00.000Z",460000,"Q",4,7,"Average","Average","Common Brick",2,"Hardwood",1,1,630,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,2,1910,2004,"2014-04-08T00:00:00.000Z",850000,"Q",4,2,"Good Quality","Good","Common Brick",2,"Hardwood",2,3,2329,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,9,4,1900,,"2004-04-06T00:00:00.000Z",400000,"Q",4,6,"Above Average","Average","Common Brick",2,"Hardwood",2,0,2055,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1924,2012,"2012-09-26T00:00:00.000Z",514900,"Q",4,7,"Average","Good","Common Brick",2,"Hardwood",1,0,1600,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,5,2,1900,2005,"2006-04-14T00:00:00.000Z",520000,"Q",7,6,"Above Average","Good","Common Brick",6,"Hardwood",1,0,1020,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,9,4,1915,2011,"2016-10-07T00:00:00.000Z",1050000,"Q",4,7,"Above Average","Very Good","Common Brick",2,"Hardwood",1,0,1615,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1989,,"1998-12-14T00:00:00.000Z",0,"U",4,6,"Above Average","Good","Common Brick",13,"Hardwood",1,1,1822,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1915,,"1900-01-01T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Wood Floor",1,0,1502,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","Y",1,8,4,1880,1990,"1996-01-02T00:00:00.000Z",420000,"Q",7,7,"Good Quality","Good","Common Brick",2,"Hardwood",1,1,2271,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1880,2010,"2017-09-07T00:00:00.000Z",0,"U",7,7,"Good Quality","Good","Common Brick",2,"Hardwood",1,1,2271,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,3,1890,2013,"2013-01-10T00:00:00.000Z",775000,"Q",4,7,"Good Quality","Average","Common Brick",2,"Hardwood",1,1,1017,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,7,3,1880,2012,"2002-03-11T00:00:00.000Z",0,"Q",4,7,"Good Quality","Good","Common Brick",6,"Wood Floor",1,1,1323,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",2,9,4,1907,2011,"2000-11-06T00:00:00.000Z",285000,"Q",4,7,"Good Quality","Good","Common Brick",2,"Hardwood",2,0,1308,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,10,4,1907,1989,"2001-08-07T00:00:00.000Z",245603,"Q",4,7,"Good Quality","Good","Common Brick",13,"Wood Floor",2,1,1308,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,4,1905,2006,"2012-06-11T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,1,1485,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",2,8,4,1914,1980,"2016-03-17T00:00:00.000Z",535000,"U",4,7,"Above Average","Average","Common Brick",6,"Wood Floor",2,0,1710,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",0,6,2,1988,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",3,"Wood Floor",1,0,1099,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,0,,"1900-01-01T00:00:00.000Z",,"U",7,7,"Above Average","Average","Common Brick",1,"Hardwood",1,0,920,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,5,3,1909,1915,"1999-07-27T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",6,"Wood Floor",1,2,1149,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1913,2003,"1998-05-05T00:00:00.000Z",0,"U",4,7,"Above Average","Good","Common Brick",6,"Hardwood",1,0,1226,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",2,6,3,1915,2010,"1999-10-01T00:00:00.000Z",0,"U",4,7,"Above Average","Good","Common Brick",6,"Hardwood",2,0,1226,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1916,2001,"2001-06-22T00:00:00.000Z",169900,"Q",4,6,"Above Average","Average","Common Brick",5,"Hardwood",1,0,1652,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,8,3,1916,,"2013-01-07T00:00:00.000Z",500000,"Q",4,1,"Average","Average","Common Brick",2,"Hardwood/Carp",1,0,1200,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,9,4,1912,,"2008-03-13T00:00:00.000Z",0,"U",7,7,"Above Average","Good","Common Brick",6,"Wood Floor",1,2,1066,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,7,2,1900,1989,"1999-12-02T00:00:00.000Z",229000,"U",4,7,"Above Average","Good","Common Brick",6,"Wood Floor",1,2,960,"2018-07-22T18:01:43.000Z"
5,"Warm Cool","Y",3,8,5,1910,1998,"2007-01-18T00:00:00.000Z",0,"U",4,6,"Good Quality","Good","Common Brick",6,"Carpet",3,0,1419,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1932,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1950,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1917,2005,"2007-01-09T00:00:00.000Z",799000,"Q",4,6,"Above Average","Good","Common Brick",2,"Hardwood/Carp",1,0,1700,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1890,2015,"1998-01-09T00:00:00.000Z",157500,"U",4,6,"Above Average","Good","Metal Siding",6,"Hardwood",1,0,1694,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,4,1890,2007,"1900-01-01T00:00:00.000Z",,"U",7,7,"Above Average","Good","Common Brick",2,"Hardwood",1,0,1632,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,8,4,1900,2000,"2015-10-30T00:00:00.000Z",1500000,"Q",7,6,"Excellent","Good","Common Brick",13,"Hardwood",1,4,929,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1890,1978,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Fair","Wood Siding",6,"Wood Floor",1,1,1722,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,6,2,1900,,"1998-10-01T00:00:00.000Z",105000,"U",4,7,"Average","Good","Common Brick",13,"Hardwood",2,0,2000,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,4,1,1900,,"1900-01-01T00:00:00.000Z",0,"U",4,6,"Average","Average","Common Brick",2,"Hardwood",1,0,1214,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,2,1900,,"1997-10-06T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,732,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,2,1900,2003,"2009-12-14T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,891,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,4,2,1900,1995,"2003-09-24T00:00:00.000Z",280000,"Q",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,881,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,4,2,1900,1987,"2015-01-23T00:00:00.000Z",114328,"U",4,7,"Average","Good","Common Brick",6,"Wood Floor",1,0,1052,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,6,2,1940,,"2005-09-29T00:00:00.000Z",0,"U",4,2,"Average","Average","Common Brick",2,"Hardwood",2,0,2269,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,6,2,1941,,"2007-09-12T00:00:00.000Z",240000,"U",4,2,"Average","Average","Common Brick",2,"Hardwood",2,0,1260,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,6,2,1909,2011,"2012-01-06T00:00:00.000Z",320000,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,768,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,4,2,1900,2013,"2013-05-02T00:00:00.000Z",536000,"Q",4,7,"Average","Good","Wood Siding",2,"Hardwood/Carp",1,1,957,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,8,4,1924,,"2000-11-09T00:00:00.000Z",100000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",2,0,1493,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,8,3,1924,2003,"2016-01-27T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1484,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,5,4,1890,1973,"1999-03-31T00:00:00.000Z",325000,"U",4,7,"Good Quality","Average","Common Brick",2,"Wood Floor",1,2,1620,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1906,2008,"2009-04-30T00:00:00.000Z",390000,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood",1,1,1063,"2018-07-22T18:01:43.000Z"
1,"Water Base Brd","N",1,6,0,1906,,"1900-01-01T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",6,"Wood Floor",1,0,1063,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1906,1996,"2016-10-13T00:00:00.000Z",467110,"U",4,7,"Average","Average","Common Brick",2,"Hardwood/Carp",1,1,1050,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,9,4,1900,2015,"2015-11-30T00:00:00.000Z",895000,"Q",4,7,"Above Average","Very Good","Common Brick",6,"Hardwood",2,0,851,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",3,11,4,1900,1981,"1900-01-01T00:00:00.000Z",0,"U",7,7,"Above Average","Average","Common Brick",6,"Wood Floor",3,1,1867,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,4,1900,,"2018-02-01T00:00:00.000Z",650000,"U",4,6,"Good Quality","Good","Common Brick",6,"Wood Floor",1,0,800,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","N",1,12,4,1900,,"2016-06-15T00:00:00.000Z",1030000,"Q",4,2,"Above Average","Good","Common Brick",6,"Hardwood",4,1,2126,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,8,3,1900,,"2017-01-12T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1425,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,5,2,1964,,"2011-09-16T00:00:00.000Z",0,"U",7,6,"Average","Good","Common Brick",2,"Hardwood",1,2,1891,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1890,1998,"2000-05-11T00:00:00.000Z",463000,"Q",4,7,"Above Average","Average","Common Brick",6,"Hardwood/Carp",1,1,1974,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,8,4,1911,2007,"2004-06-16T00:00:00.000Z",490000,"Q",4,2,"Above Average","Average","Common Brick",2,"Hardwood/Carp",2,0,2000,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,8,3,1966,,"2015-02-11T00:00:00.000Z",750000,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1240,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",2,8,3,1966,2009,"2002-06-04T00:00:00.000Z",346000,"Q",4,6,"Above Average","Average","Common Brick",2,"Hardwood",2,2,1271,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",2,12,6,1938,1986,"2004-10-20T00:00:00.000Z",220000,"U",4,2,"Average","Average","Common Brick",6,"Hardwood",2,0,1196,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,2,1900,2009,"2015-01-22T00:00:00.000Z",579000,"Q",4,6,"Above Average","Good","Common Brick",6,"Hardwood/Carp",1,0,807,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,4,2012,,"2013-01-14T00:00:00.000Z",249000,"U",7,7,"Very Good","Excellent","Brick/Siding",2,"Hardwood/Carp",1,0,498,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,6,3,1913,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",2,1,1258,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,10,4,1853,2000,"1999-06-23T00:00:00.000Z",358000,"Q",4,8,"Average","Good","Wood Siding",6,"Hardwood",1,2,2922,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1925,,"1996-10-21T00:00:00.000Z",100000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1038,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,2,1900,2009,"2009-07-09T00:00:00.000Z",394000,"U",4,7,"Average","Very Good","Common Brick",5,"Wood Floor",1,1,691,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",2,6,3,1900,1975,"2012-01-26T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",6,"Wood Floor",2,1,1223,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,6,3,1909,2008,"1900-01-01T00:00:00.000Z",,"U",4,7,"Good Quality","Average","Common Brick",1,"Wood Floor",1,0,1194,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",1,8,4,2012,,"2013-08-26T00:00:00.000Z",1100000,"Q",7,7,"Excellent","Excellent","Brick/Siding",2,"Hardwood/Carp",1,0,736,"2018-07-22T18:01:43.000Z"
5,"Forced Air","Y",3,17,8,2011,,"2010-10-27T00:00:00.000Z",0,"U",7,6,"Excellent","Excellent","Brick/Siding",1,"Hardwood/Carp",3,0,1222,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",2,9,4,1909,2010,"2017-01-19T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",6,"Hardwood",2,3,1600,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,5,2,1909,2005,"1996-10-01T00:00:00.000Z",120000,"Q",4,7,"Good Quality","Good","Common Brick",6,"Hardwood",1,0,1074,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",3,12,6,1890,1926,"2015-11-20T00:00:00.000Z",1395000,"U",7,6,"Good Quality","Good","Common Brick",6,"Wood Floor",3,1,957,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,6,2,1892,2014,"2013-07-09T00:00:00.000Z",705000,"U",4,7,"Good Quality","Good","Common Brick",13,"Hardwood",2,1,795,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,8,4,1890,2006,"2017-12-26T00:00:00.000Z",0,"U",4,7,"Good Quality","Good","Common Brick",6,"Hardwood",2,0,1235,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1925,2011,"2011-04-22T00:00:00.000Z",490000,"Q",4,7,"Average","Very Good","Common Brick",2,"Hardwood/Carp",2,0,1038,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1900,1983,"2001-08-21T00:00:00.000Z",128500,"Q",4,7,"Good Quality","Average","Common Brick",6,"Hardwood",1,1,1211,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1908,,"2010-08-31T00:00:00.000Z",0,"U",4,6,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,1,1120,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1914,2010,"2010-02-23T00:00:00.000Z",839000,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood",1,1,1659,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,5,2,1900,2005,"2017-02-06T00:00:00.000Z",575000,"Q",4,7,"Average","Good","Common Brick",13,"Hardwood/Carp",1,1,739,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,7,3,1890,1980,"2017-12-01T00:00:00.000Z",0,"U",4,7,"Good Quality","Good","Common Brick",6,"Hardwood",2,0,1620,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,5,4,1981,2014,"2017-08-10T00:00:00.000Z",945000,"Q",4,6,"Average","Good","Common Brick",6,"Hardwood",1,1,1196,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,3,1900,2006,"2010-05-10T00:00:00.000Z",1100000,"Q",4,7,"Good Quality","Good","Common Brick",6,"Wood Floor",1,1,1860,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1880,2004,"2005-06-27T00:00:00.000Z",0,"U",4,7,"Average","Good","Common Brick",6,"Hardwood",1,0,1307,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,3,1900,2009,"2008-10-09T00:00:00.000Z",464180,"U",4,7,"Above Average","Average","Common Brick",6,"Wood Floor",1,0,1195,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,7,3,1900,1980,"2017-09-01T00:00:00.000Z",1200000,"Q",4,6,"Above Average","Good","Brick/Stucco",6,"Hardwood",1,3,2211,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1913,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Good","Common Brick",6,"Hardwood",1,0,1608,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,6,3,1900,2001,"2012-05-14T00:00:00.000Z",0,"U",4,8,"Average","Good","Wood Siding",2,"Wood Floor",1,1,3100,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,5,2,1905,2011,"2011-02-14T00:00:00.000Z",450000,"Q",4,7,"Average","Good","Common Brick",2,"Wood Floor",1,0,1054,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,7,2,1964,,"2015-10-21T00:00:00.000Z",1005000,"Q",7,7,"Above Average","Average","Common Brick",2,"Hardwood/Carp",2,2,1891,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,6,2,1964,,"2010-06-10T00:00:00.000Z",0,"U",7,7,"Average","Average","Common Brick",2,"Hardwood",2,2,1891,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1890,1958,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Wood Siding",2,"Wood Floor",1,1,1021,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1962,2011,"2015-08-20T00:00:00.000Z",1575000,"Q",4,8,"Above Average","Very Good","Common Brick",1,"Hardwood",1,1,1812,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,6,3,1890,1976,"2004-07-28T00:00:00.000Z",612000,"Q",4,7,"Good Quality","Good","Common Brick",6,"Carpet",2,0,951,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,5,3,1900,1956,"2016-02-01T00:00:00.000Z",0,"U",4,7,"Average","Good","Concrete",6,"Hardwood",1,1,1293,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,4,1892,1987,"2001-05-01T00:00:00.000Z",913200,"Q",4,6,"Good Quality","Good","Common Brick",6,"Hardwood",1,3,2329,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,6,3,1932,1992,"1900-01-01T00:00:00.000Z",,"U",4,6,"Average","Average","Stucco",6,"Hardwood",1,0,1596,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,5,2,1870,2014,"2015-07-09T00:00:00.000Z",789500,"Q",4,7,"Above Average","Very Good","Common Brick",6,"Wood Floor",1,1,807,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,4,1911,2005,"2004-02-02T00:00:00.000Z",525000,"Q",4,7,"Good Quality","Good","Common Brick",6,"Hardwood",1,1,2587,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,12,6,1900,1986,"2013-10-09T00:00:00.000Z",0,"U",10,6,"Very Good","Good","Stucco",2,"Hardwood",1,1,1335,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",2,11,4,1890,1978,"2009-08-07T00:00:00.000Z",0,"U",7,7,"Good Quality","Average","Common Brick",6,"Wood Floor",2,2,1075,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,8,3,1905,1978,"1900-01-01T00:00:00.000Z",,"U",4,8,"Good Quality","Good","Common Brick",6,"Wood Floor",2,3,1350,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,3,1900,2005,"2016-03-02T00:00:00.000Z",0,"U",4,8,"Good Quality","Good","Common Brick",6,"Hardwood",1,2,953,"2018-07-22T18:01:43.000Z"
2,"No Data","N",2,6,2,1910,,"2002-12-30T00:00:00.000Z",150000,"U",4,7,"Average","Poor","Brick/Siding",2,"Vinyl Sheet",2,0,971,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1912,2012,"2010-10-04T00:00:00.000Z",0,"U",4,7,"Above Average","Good","Common Brick",2,"Hardwood/Carp",1,0,1521,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,7,2,1840,1998,"2011-11-25T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",6,"Hardwood/Carp",2,1,1370,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,8,2,1900,,"2007-10-09T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",2,"Wood Floor",2,1,1760,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,4,2,1900,2007,"2001-06-08T00:00:00.000Z",139000,"Q",7,7,"Good Quality","Good","Common Brick",2,"Hardwood/Carp",2,0,1633,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,8,3,1965,,"1997-08-26T00:00:00.000Z",179000,"U",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,2,1240,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,4,1914,2007,"2015-09-14T00:00:00.000Z",1200000,"Q",4,7,"Above Average","Very Good","Common Brick",6,"Hardwood",1,0,2111,"2018-07-22T18:01:43.000Z"
1,"Wall Furnace","N",1,6,3,1910,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Good Quality","Average","Common Brick",6,"Hardwood",1,0,1837,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1900,1981,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,1,1405,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,8,3,1965,,"1996-03-28T00:00:00.000Z",205000,"Q",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,1,1560,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,6,3,1900,1973,"2011-11-02T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",6,"Hardwood",1,0,1218,"2018-07-22T18:01:43.000Z"
5,"Hot Water Rad","Y",2,13,5,1890,2009,"2010-06-10T00:00:00.000Z",1130000,"U",7,6,"Excellent","Good","Common Brick",6,"Hardwood",2,1,927,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1923,,"2018-03-16T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",2,"Hardwood/Carp",1,0,1758,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1912,2012,"2012-06-22T00:00:00.000Z",565000,"Q",4,7,"Average","Good","Common Brick",2,"Hardwood/Carp",1,0,1530,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,2,1910,2002,"1999-10-21T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1610,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,7,2,1880,2010,"2010-12-01T00:00:00.000Z",565000,"Q",4,7,"Average","Good","Common Brick",2,"Hardwood",1,1,1330,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",3,9,4,1900,2014,"2014-09-26T00:00:00.000Z",1075000,"Q",5,7,"Good Quality","Good","Common Brick",6,"Hardwood",3,3,1433,"2018-07-22T18:01:43.000Z"
